STCKS_ID;MTRL;MTRL_DSCR;MTRL_TYPE;MTRL_BTCH;MTRL_STCK_UNRS;MTRL_STCK_RSTR;MTRL_STCK_TRNS;MTRL_STCK_QINS;MTRL_STCK_BLCK;MTRL_STCK_RTRN;MTRL_STCK_TOT;MTRL_STCK_UNT;MTRL_VAL_UNRS;MTRL_VAL_RSTR;MTRL_VAL_TRNS;MTRL_VAL_QINS;MTRL_VAL_BLCK;MTRL_VAL_RTRN;MTRL_VAL_TOT;MTRL_VAL_UNT;STRG_LOC
1520375;795513;Material 795513;VERP;3026-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520376;795513;Material 795513;VERP;3028-1006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520377;795513;Material 795513;VERP;3032-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520378;795513;Material 795513;VERP;3038-1107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520379;795513;Material 795513;VERP;3041-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520380;795513;Material 795513;VERP;3044-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520381;795513;Material 795513;VERP;3045-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520382;795513;Material 795513;VERP;3051-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520383;795513;Material 795513;VERP;3054-0406;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520384;795513;Material 795513;VERP;3067-0706;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520385;795513;Material 795513;VERP;3067-0907;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520386;795513;Material 795513;VERP;3072-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520387;795513;Material 795513;VERP;3073-1208;10.00;0.00;0.00;0.00;0.00;0.00;10.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520388;795513;Material 795513;VERP;3074-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520389;795513;Material 795513;VERP;3085-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520390;795513;Material 795513;VERP;3100-0206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520391;795513;Material 795513;VERP;3100-0207;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520392;795513;Material 795513;VERP;3100-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520393;795513;Material 795513;VERP;3109-1108;22.00;0.00;0.00;0.00;0.00;0.00;22.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520394;795513;Material 795513;VERP;3110-1107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520395;795513;Material 795513;VERP;3113-0206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520396;795513;Material 795513;VERP;3113-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520397;795513;Material 795513;VERP;3116-1105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520398;795513;Material 795513;VERP;3141-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520399;795513;Material 795513;VERP;3149-0107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520400;795513;Material 795513;VERP;3178-0208;0.50;0.00;0.00;0.00;0.00;0.00;0.50;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520401;795514;Material 795514;VERP;3027-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520402;795514;Material 795514;VERP;3029-1006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520403;795514;Material 795514;VERP;3033-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520404;795514;Material 795514;VERP;3039-1107;0.00;0.00;0.00;0.00;1.00;0.00;1.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520405;795514;Material 795514;VERP;3042-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520406;795514;Material 795514;VERP;3046-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520407;795514;Material 795514;VERP;3052-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520408;795514;Material 795514;VERP;3055-0406;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520409;795514;Material 795514;VERP;3068-0706;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520410;795514;Material 795514;VERP;3068-0907;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520411;795514;Material 795514;VERP;3073-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520412;795514;Material 795514;VERP;3075-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520413;795514;Material 795514;VERP;3086-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520414;795514;Material 795514;VERP;3101-0206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520415;795514;Material 795514;VERP;3101-0207;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520416;795514;Material 795514;VERP;3101-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520417;795514;Material 795514;VERP;3114-0206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520418;795514;Material 795514;VERP;3114-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520419;795514;Material 795514;VERP;3117-1105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520420;795514;Material 795514;VERP;3142-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520421;795514;Material 795514;VERP;3150-0107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520422;795523;Material 795523;VERP;3047-0904;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520423;795524;Material 795524;VERP;3014-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520424;795525;Material 795525;VERP;3015-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520425;795528;Material 795528;VERP;3022-0405;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520426;795529;Material 795529;VERP;3107-1004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520427;795531;Material 795531;VERP;3025-0804;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520428;795532;Material 795532;VERP;3016-0304;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520429;795533;Material 795533;VERP;3027-1204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520430;795536;Material 795536;VERP;3073-0802;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520431;795537;Material 795537;VERP;3001-1203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520432;795538;Material 795538;VERP;3027-1002;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520433;795539;Material 795539;VERP;3023-1103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520434;795539;Material 795539;VERP;3047-1103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520435;795541;Material 795541;VERP;3055-0103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520436;795542;Material 795542;VERP;3022-0308;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520437;795542;Material 795542;VERP;3023-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520438;795542;Material 795542;VERP;3029-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520439;795542;Material 795542;VERP;3032-0808;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520440;795542;Material 795542;VERP;3033-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520441;795542;Material 795542;VERP;3040-1107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520442;795542;Material 795542;VERP;3043-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520443;795542;Material 795542;VERP;3049-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520444;795542;Material 795542;VERP;3050-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520445;795542;Material 795542;VERP;3059-1008;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520446;795542;Material 795542;VERP;3063-1006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520447;795542;Material 795542;VERP;3064-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520448;795542;Material 795542;VERP;3065-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520449;795542;Material 795542;VERP;3065-0907;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520450;795542;Material 795542;VERP;3065-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520451;795542;Material 795542;VERP;3068-1008;6.30;0.00;0.00;0.00;0.00;0.00;6.30;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520452;795542;Material 795542;VERP;3070-1005;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520453;795542;Material 795542;VERP;3072-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520454;795542;Material 795542;VERP;3080-0408;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520455;795542;Material 795542;VERP;3080-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520456;795542;Material 795542;VERP;3083-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520457;795542;Material 795542;VERP;3086-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520458;795542;Material 795542;VERP;3086-1108;42.00;0.00;0.00;0.00;0.00;0.00;42.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520459;795542;Material 795542;VERP;3106-0208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520460;795542;Material 795542;VERP;3110-0706;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520461;795542;Material 795542;VERP;3111-0508;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520462;795542;Material 795542;VERP;3120-1008;1.40;0.00;0.00;0.00;0.00;0.00;1.40;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520463;795542;Material 795542;VERP;3122-1008;23.00;0.00;0.00;0.00;0.00;0.00;23.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520464;795542;Material 795542;VERP;3130-1105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520465;795542;Material 795542;VERP;3136-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520466;795542;Material 795542;VERP;3155-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520467;795542;Material 795542;VERP;3160-0107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520468;795543;Material 795543;VERP;3041-1107;0.00;0.00;0.00;0.00;2.00;0.00;2.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520469;795543;Material 795543;VERP;3044-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520470;795543;Material 795543;VERP;3050-0906;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520471;795543;Material 795543;VERP;3064-1006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520472;795543;Material 795543;VERP;3065-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520473;795543;Material 795543;VERP;3066-0907;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520474;795543;Material 795543;VERP;3066-1007;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520475;795543;Material 795543;VERP;3071-1005;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520476;795543;Material 795543;VERP;3081-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520477;795543;Material 795543;VERP;3084-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520478;795543;Material 795543;VERP;3087-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520479;795543;Material 795543;VERP;3111-0706;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520480;795543;Material 795543;VERP;3131-1105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520481;795543;Material 795543;VERP;3137-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520482;795543;Material 795543;VERP;3156-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520483;795543;Material 795543;VERP;3161-0107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520484;795547;Material 795547;VERP;3032-0506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520485;795547;Material 795547;VERP;3049-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520486;795547;Material 795547;VERP;3093-0406;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520487;795547;Material 795547;VERP;3105-0203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520488;795547;Material 795547;VERP;3158-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520489;795548;Material 795548;VERP;3024-0205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;KOM;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520490;795553;Material 795553;VERP;3047-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520491;795554;Material 795554;VERP;3023-0104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520492;795554;Material 795554;VERP;3048-0504;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520493;795555;Material 795555;VERP;3044-1202;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520494;795556;Material 795556;VERP;3063-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520495;795557;Material 795557;VERP;3080-0303;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520496;795558;Material 795558;VERP;3014-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520497;795559;Material 795559;VERP;3064-0403;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520498;795560;Material 795560;VERP;3003-0603;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520499;795561;Material 795561;VERP;3009-0407;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520500;795561;Material 795561;VERP;3011-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520501;795561;Material 795561;VERP;3015-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520502;795561;Material 795561;VERP;3031-0307;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520503;795561;Material 795561;VERP;3032-0606;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520504;795561;Material 795561;VERP;3033-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520505;795561;Material 795561;VERP;3038-0507;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520506;795561;Material 795561;VERP;3040-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520507;795561;Material 795561;VERP;3041-0108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520508;795561;Material 795561;VERP;3046-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520509;795561;Material 795561;VERP;3051-0607;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520510;795561;Material 795561;VERP;3060-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520511;795561;Material 795561;VERP;3065-0908;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520512;795561;Material 795561;VERP;3069-0506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520513;795561;Material 795561;VERP;3069-1208;27.21;0.00;0.00;0.00;0.00;0.00;27.21;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520514;795561;Material 795561;VERP;3070-0406;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520515;795561;Material 795561;VERP;3070-0506;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520516;795561;Material 795561;VERP;3073-1006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520517;795561;Material 795561;VERP;3078-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520518;795561;Material 795561;VERP;3088-1108;2.87;0.00;0.00;0.00;0.00;0.00;2.87;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520519;795561;Material 795561;VERP;3089-1206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520520;795561;Material 795561;VERP;3096-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520521;795561;Material 795561;VERP;3096-1106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520522;795561;Material 795561;VERP;3106-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520523;795561;Material 795561;VERP;3107-0806;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520524;795561;Material 795561;VERP;3109-0608;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520525;795561;Material 795561;VERP;3110-0306;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520526;795561;Material 795561;VERP;3111-0807;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520527;795561;Material 795561;VERP;3112-0907;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520528;795561;Material 795561;VERP;3113-0707;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520529;795561;Material 795561;VERP;3118-1205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520530;795561;Material 795561;VERP;3119-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
1520531;795561;Material 795561;VERP;3120-0708;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TKO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5101
